0,93
1,375
2,378
3,426
4,413
5,385
6,430
7,396
8,362
9,386
10,347
11,365
12,407
13,380
14,385
15,401
16,394
17,408
18,321
19,408
20,1838
21,1820
22,1950
23,1692
24,1975
25,1995
26,2013
27,1969
28,1712
29,1983
30,2002
31,2021
32,1901
33,1857
34,1861
35,2065
36,2006
37,1657
38,2006
39,1802
40,1829
41,1603
42,1944
43,1963
44,2018
45,1900
46,1658
47,1914
48,1950
49,1981
50,1788
51,2071
52,1958
53,1717
54,2022
55,2024
56,1880
57,1937
58,1230
59,2233
60,2345
61,2209
62,2198
63,2119
64,2283
65,2062
66,1642
67,2282
68,2273
69,2193
70,2059
71,2123
72,2036
73,2118
74,1553
75,1700
76,2194
77,2279
78,1968
79,2049
80,2209
81,2069
82,2268
83,1986
84,2167
85,1361
86,1759
87,2320
88,1985
89,2068
90,2324
91,2050
92,2324
93,2285
94,2227
95,1568
96,2154
97,2284
98,2036
99,2255
100,2286
101,2276
102,2247
103,2031
104,2202
105,2212
106,2026
107,2040
108,2071
109,2193
110,2022
111,1939
112,2269
113,2163
114,2237
115,1908
116,2129
117,2300
118,2151
119,2127
120,2058
121,1705
122,2309
123,1937
124,2156
125,2105
126,1485
127,2069
128,1973
129,2051
130,1973
131,1686
132,1881
133,1032
134,1065
135,2003
136,1887
137,1691
138,2108
139,1704
140,1715
141,2104
142,2108
143,2036
144,2094
145,1265
146,2214
147,1908
148,1886
149,2113
150,2060
151,1949
152,2191
153,1733
154,2136
155,2200
156,1783
157,1098
158,2242
159,2045
160,2233
161,2123
162,1985
163,1986
164,1833
165,2045
166,1980
167,2045
168,2049
169,2146
170,1942
171,2133
172,2149
173,1936
174,2245
175,1972
176,1363
177,7
179,752
183,759
184,37
189,807
191,519
192,295
195,820
201,809
203,827
209,124
210,2186
211,2385
212,2403
213,2432
214,2301
215,2484
216,2403
217,2494
218,1932
219,2232
220,2397
221,2472
222,2474
223,2381
224,2207
225,2335
226,2294
227,1965
228,2150
229,2246
230,2240
231,2339
232,1973
233,2006
234,2096
235,2297
236,2103
237,2041
238,2024
239,2114
240,2164
241,2189
242,2141
243,1902
244,1535
245,2197
246,1917
247,890
248,1630
249,1566
250,1362
251,1189
252,1055
253,947
254,1009
255,980
256,983
257,1125
258,965
259,1032
260,1064
261,1073
262,1040
263,972
264,900
265,844
266,861
267,990
268,1039
269,972
270,968
271,920
272,934
273,955
274,902
275,979
276,950
277,921
278,1043
279,505
