
0,128
1,420
2,349
3,378
4,403
5,379
6,443
7,314
8,430
9,353
10,397
11,374
12,428
13,443
14,412
15,370
16,1638
17,1844
18,1851
19,1703
20,1383
21,1268
22,1258
23,886
24,1352
25,1226
26,1301
27,864
28,1019
29,937
30,1365
31,1234
32,1562
33,1406
34,1406
35,1500
36,1791
37,1798
38,1714
39,1495
40,1767
41,1734
42,1928
43,1771
44,1421
45,1813
46,1910
47,1811
48,1732
49,1737
50,1526
51,1522
52,1539
53,1594
54,1251
55,1431
56,1651
57,1688
58,2043
59,1844
60,1991
61,2048
62,1995
63,1885
64,1921
65,1978
66,2193
67,2063
68,2034
69,1942
70,1913
71,1932
72,1962
73,1926
74,1968
75,1929
76,1892
77,1820
78,1888
79,1903
80,2019
81,1936
82,1932
83,1938
84,2007
85,2086
86,1935
87,2020
88,1886
89,2040
90,1870
91,1909
92,1925
93,1886
94,1535
95,1026
96,918
97,531
98,669
99,1770
100,1819
101,1742
102,1378
103,1684
104,1697
105,1624
106,1636
107,1774
108,1695
109,1985
110,1545
111,1618
112,1644
113,1873
114,1278
115,1849
116,1856
117,1868
118,1706
119,1726
120,1779
121,1739
122,1560
123,1901
124,1640
125,2020
126,1764
127,1656
128,1617
129,1689
130,1927
131,1934
132,1754
133,1719
134,2005
135,1940
136,1905
137,1910
138,2099
139,1981
140,2027
141,1930
142,1919
143,2111
144,1921
145,2132
146,1888
147,1977
148,2186
149,2036
150,1968
151,1963
152,2016
153,2098
154,2086
155,2027
156,2064
157,2100
158,2214
159,2079
160,2093
161,2070
162,2185
163,1921
164,2094
165,2063
166,2108
167,2285
168,2005
169,2160
170,1779
171,2329
172,2182
173,2167
174,1809
175,1972
176,2035
177,2249
178,2180
179,2005
180,1910
181,2245
182,2246
183,1909
184,2143
185,2138
186,2209
187,2207
188,2200
189,2283
190,2038
191,1378
192,1636
193,1777
194,1304
195,830
196,813
197,947
198,969
199,855
200,890
201,827
202,739
203,821
204,774
205,699
206,1015
207,962
208,743
209,974
210,992
211,895
212,931
213,1038
214,1067
215,1089
216,1042
217,978
218,1016
219,1022
220,822
221,939
222,752
