
0,103
1,220
2,191
3,179
4,205
5,201
6,241
7,194
8,221
9,159
10,201
11,209
12,222
13,183
14,202
15,470
16,1075
17,976
18,1057
19,1074
20,1078
21,838
22,884
23,874
24,1038
25,627
26,913
27,822
28,858
29,934
30,681
31,746
32,684
33,710
34,668
35,749
36,748
37,743
38,730
39,761
40,778
41,701
42,995
43,973
44,515
45,857
46,526
47,825
48,751
49,609
50,1139
51,1228
52,1215
53,1228
54,1466
55,1350
56,1271
57,1338
58,1188
59,1277
60,1085
61,1308
62,1231
63,1147
64,1271
65,1394
66,1251
67,1105
68,1339
69,1137
70,1152
71,1622
72,1828
73,1498
74,1682
75,1313
76,1640
77,1360
78,1602
79,1638
80,1527
81,1580
82,1480
83,1753
84,1847
85,1857
86,1702
87,1642
88,1771
89,1927
90,1746
91,1625
92,1860
93,1886
94,1689
95,1744
96,1506
97,1730
98,1960
99,1981
100,1940
101,1518
102,1833
103,1718
104,1706
105,1853
106,1525
107,1734
108,1718
109,1297
110,1073
111,1018
112,1346
113,1164
114,801
115,1442
116,1061
117,1409
118,992
119,1050
120,911
121,1076
122,1281
123,1314
124,1167
125,2023
126,1802
127,1846
128,1721
129,1948
130,1842
131,1706
132,1829
133,1946
134,1962
135,1799
136,790
137,508
138,479
139,560
140,538
141,489
142,542
143,574
144,521
145,502
146,416
147,451
148,495
149,513
150,526
151,470
152,588
153,487
154,477
155,506
156,517
157,554
158,485
159,468
160,500
161,508
162,362
