
0,273
1,810
2,786
3,727
4,860
5,783
6,835
7,763
8,834
9,864
10,826
11,822
12,773
13,853
14,742
15,633
16,646
17,1996
18,1830
19,2031
20,2136
21,2285
22,2329
23,2249
24,2106
25,2134
26,2141
27,2051
28,1980
29,2337
30,2286
31,2139
32,2354
33,2252
34,2103
35,1959
36,2017
37,2196
38,2249
39,2186
40,2093
41,2355
42,2172
43,2221
44,17
53,656
54,957
55,834
65,805
66,823
72,1628
82,801
83,812
88,819
98,826
101,665
102,2135
103,2502
104,2364
105,2371
106,2373
107,2241
108,2531
109,2422
110,2028
111,2125
112,2202
113,2381
114,2348
115,2325
116,2266
117,2106
118,2244
119,2181
120,2186
121,2337
122,2410
123,2336
124,2243
125,1603
126,2046
127,2028
128,2177
129,2241
130,2236
131,2235
132,2070
133,2141
134,2039
135,1965
136,2034
137,2037
138,1991
139,2116
140,2138
141,2187
142,1984
143,2069
144,2038
145,2195
146,2030
147,2157
148,2131
149,1986
150,2027
151,2000
152,2092
153,2067
154,2033
155,2061
156,2146
157,2042
158,2067
159,2229
160,2107
161,2363
162,2171
163,2080
164,896
172,914
179,977
189,1657
190,86
191,425
192,478
199,1883
200,1796
201,2224
202,1445
203,1540
204,1267
205,1484
206,319
211,895
212,1680
213,954
221,1395
222,2294
223,2380
224,2400
225,2381
226,2431
227,2311
228,2469
229,2369
230,2350
231,2446
232,2512
233,2321
234,2356
235,2225
236,2323
237,2347
238,2367
239,2196
240,2338
241,2262
242,2332
243,2192
244,1730
245,2264
246,2145
247,2140
248,2107
249,1958
250,1958
251,2099
252,2085
253,2107
254,2217
255,2227
256,2237
257,2216
258,2379
259,2231
260,2257
261,2217
262,2256
263,2234
264,2118
265,2068
266,1976
267,2110
268,2273
269,2353
270,2242
271,2310
272,2339
273,2251
274,2171
275,2334
276,2072
277,2141
278,1790
279,2140
280,2124
281,2131
282,2224
283,2111
284,2198
285,2352
286,2268
287,2375
288,2326
289,2343
290,2280
291,2254
292,2230
293,2332
294,2229
295,2282
296,2218
297,2272
298,2329
299,2122
300,2017
301,2067
302,2106
303,2177
304,2238
305,2171
306,2306
307,2166
308,2196
309,2178
310,2201
311,2238
312,2216
313,2254
314,2178
315,2334
316,2211
317,2188
318,2183
319,2178
320,2215
321,2257
322,2226
323,2317
324,2075
325,2212
326,2162
327,2167
328,2093
329,1906
330,2000
331,2402
332,2237
333,2349
334,1468
335,2187
336,2186
337,2490
338,2180
339,2272
340,2501
341,2304
342,2264
343,2267
344,2319
345,2132
346,2334
347,2305
348,2407
349,2325
350,2388
351,2283
352,2303
353,2343
354,2358
355,2255
356,2272
357,2351
358,2318
359,2341
360,2241
361,2247
362,2297
363,2298
364,2247
365,2383
366,2120
367,1557
368,1676
369,1489
370,1455
371,1997
372,2494
373,2443
374,2371
375,2519
376,2490
377,2275
378,2422
379,2415
380,2378
381,2403
382,2360
383,2434
384,2325
385,2352
386,2431
387,2499
388,2408
389,2410
390,2151
391,2344
392,2415
393,2497
394,2403
395,2323
396,2381
397,2421
398,2388
399,2391
400,2157
401,2443
402,2388
403,2394
404,2383
405,2343
406,2378
407,2374
408,2088
409,1827
410,2345
411,2141
412,2510
413,2196
414,2008
415,1636
416,1103
417,1213
418,913
419,1319
420,1290
421,1247
422,1237
423,1068
424,1296
425,1193
426,1404
427,1108
428,984
429,1093
430,1371
431,1033
432,1290
433,1208
434,1328
435,1189
436,1665
437,1580
438,1655
439,1683
440,1931
441,1486
442,1462
443,1798
444,1678
445,1938
446,1284
447,1908
448,1770
449,1914
450,1829
451,1640
452,2119
453,2072
454,1042
